"ID","TakenStatus","TakenDate","AverageCost","StandardCost","LastCost","Color","POCode","Reference","PODateStamp","POLineTimeStamp","SpecialOrderDate","TripNo","LandedCost","AutoBackorder","ManufacturersWarranty","ReplacementCost","UserVerified","DateVerified","TimeVerified","OriginalCost","ReserveExclusive","CommissionCode","EDIFormat","BranchCode","sysCreated","sysModified","FeaturesCode","Features","ModelStock","ModelStockAtFinish","ListPriceCode","CostSelected","ListPriceChanged","DateCreated","DateModified","DateStamp","InPackage","InvoiceCode","LineTimeStamp","LocationCode","ModelCode","ModelDesc","NewUsed","QtyOrdered","QtyReserved","QtyShipped","SellingPrice","Spiff","Status","Tax1","Tax1CostList","Tax1Included","Tax1Percentage","Tax2","Tax3","Total","UserCreated","UserModified"
"586676","","","409.0000","452.0000","0.0000","White","","","","","","1","0.0000","False","0","0.0000","","","","0.0000","False","","","Default","2026-09-21 13:30:15","2026-09-21 13:30:15","","","False","False","RETAIL","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015779","08:49:23:625","","WT6105CW","27in. Top Load Washer, 4.1 Cu. Ft., 4 Way Agitator","New","1","1","0","569.0000","0.0000","Committed","False","List","False","0.0000","True","False","569.0000","SPR",""
"586677","","","423.0000","452.0000","423.0000","White","","","","","","1","0.0000","False","0","0.0000","","","","0.0000","False","","","Default","2026-09-21 13:30:15","2026-09-21 13:30:15","","","False","False","RETAIL","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015779","08:49:46:558","","DLE6100W","27in. Electric Dryer, 7.3 Cu. Ft., 5 Programs, Sen","New","1","1","0","569.0000","0.0000","Committed","False","List","False","0.0000","True","False","569.0000","SPR",""
"586678","","","2429.2500","3239.0000","3239.0000","Matte White/Brushed Bronze","38609","","2026-06-04 00:00:00","15:46:03:451","","1","2638.0000","False","0","0.0000","","","","3499.0000","False","","","Default","2026-09-21 13:50:42","2026-09-21 13:50:42","","","False","False","RETAIL","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015780","17:27:32:191","","CJE23DP4WW2","36in. Counter-Depth Freestanding 4-Door French Doo","New","1","1","0","4499.0000","0.0000","Committed","False","List","False","0.0000","True","False","4499.0000","LTC",""
"586679","","","764.2200","814.0000","764.2200","Matte White/Brushed Bronze","37953","","2026-03-06 00:00:00","09:54:41:359","","1","0.0000","False","0","0.0000","","","","1084.0000","False","","","Default","2026-09-21 13:50:42","2026-09-21 13:50:42","","","False","False","RETAIL","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015780","17:29:20:624","","CDT858P4VW2","24in. Smart Dishwasher, 6 Wash Cycles, 16 Place Se","New","1","1","0","1149.0000","0.0000","Committed","False","List","False","0.0000","True","False","1149.0000","LTC",""
"586681","","","626.0000","961.0000","626.0000","Stainless Steel","39001","","2026-07-26 00:00:00","23:29:10:141","","1","0.0000","False","0","0.0000","","","","961.0000","False","","","Default","2026-09-21 13:57:36","2026-09-21 13:57:36","","","False","False","RETAIL","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015781","13:24:15:246","","KDTS434SPS","24in. Dishwasher, Top Control, Bar Handle, 44 dBA,","New","1","1","0","949.0000","0.0000","Committed","False","List","False","0.0000","True","False","949.0000","CSH",""
"586687","","","1511.0600","2174.2500","1899.2400","Lotus White","","","","","","1","0.0000","False","0","0.0000","","","","0.0000","False","","","Default","2026-09-21 15:06:46","2026-09-21 15:06:46","","","False","False","L1","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015782","13:53:50:170","","11613700","24in. Frontload Washer, HoneyComb Drum, M Touch Co","New","1","1","0","2899.0000","0.0000","Committed","False","List","False","0.0000","True","False","2899.0000","LTC",""
"586688","","","734.7000","2174.2500","734.7000","Lotus White","","","","","","1","0.0000","False","0","0.0000","","","","0.0000","False","","","Default","2026-09-21 15:06:46","2026-09-21 15:06:46","","","False","False","L1","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015782","13:55:21:635","","11620030","24in. Ventless Heat Pump Dryer, M-Touch Controls,","New","1","1","0","2899.0000","0.0000","Committed","False","List","False","0.0000","True","False","2899.0000","LTC",""
"586689","","","52.4400","59.2500","52.4400","","","","","","","1","0.0000","False","0","0.0000","","","","0.0000","False","","","Default","2026-09-21 15:06:46","2026-09-21 15:06:46","","","False","False","","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015782","13:55:21:839","","10983750","NEMA Adapter for W1/T1 Laundry, Converts a Single","New","1","1","0","79.0000","0.0000","Committed","False","List","False","0.0000","True","False","79.0000","LTC",""
"586690","","","464.4700","440.0400","464.4700","Lotus White","","","","","","1","0.0000","False","0","0.0000","","","","0.0000","False","","","Default","2026-09-21 15:06:46","2026-09-21 15:06:46","","","False","False","L1","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015782","15:58:58:964","","9322300","13-7/8-inch Laundry Pedestal For WWH, TWF, TWI Ser","New","1","1","0","579.0000","0.0000","Committed","False","List","False","0.0000","True","False","579.0000","LTC",""
"586691","","","464.4700","440.0400","464.4700","Lotus White","","","","","","1","0.0000","False","0","0.0000","","","","0.0000","False","","","Default","2026-09-21 15:06:47","2026-09-21 15:06:47","","","False","False","L1","","False","2026-09-21 00:00:00","","2026-09-21 00:00:00","False","R00015782","15:59:11:232","","9322300","13-7/8-inch Laundry Pedestal For WWH, TWF, TWI Ser","New","1","1","0","579.0000","0.0000","Committed","False","List","False","0.0000","True","False","579.0000","LTC",""
"586680","Delivery","2026-09-21 00:00:00","7253.0000","7253.0000","7253.0000","Stainless Steel","","","","","1899-12-30 00:00:00","1","0.0000","False","0","0.0000","","1899-12-30 00:00:00","","9281.0000","False","","","Default","2026-09-21 13:52:09","2026-09-21 13:52:22","","","False","False","L2","","True","2026-09-21 00:00:00","2026-09-21 00:00:00","2026-09-21 00:00:00","False","S00064112","13:52:09:352","","KBSN748SPS","48in. Built-in Side x Side Refrigerator, Platinum","New","1","1","0","9879.0000","0.0000","Committed","False","List","False","0.0000","True","False","9879.0000","EHM","EHM"
"586627","Delivery","2026-09-21 00:00:00","0.0000","2507.0000","0.0000","Stainless Steel","","","","","","1","0.0000","False","0","0.0000","","","","0.0000","False","","","Default","2026-09-21 08:52:57","2026-09-21 08:52:57","","","False","False","RETAIL","","True","2026-09-21 00:00:00","1899-12-30 00:00:00","2026-09-21 00:00:00","False","S00064624","08:52:58:033","","PTS9000SZSS","30in. Smart Convection Oven, Oven Camera, Air Fry,","New","1","1","0","3419.0000","0.0000","Committed","False","List","False","0.0000","True","False","3419.0000","LTC",""
